Text,Score
                            قاد النجم الجزائري الصاعد محمد أمين عمورة، يونيون سانت جيلواز البلجيكي لتحقيق فوز هام على حساب ضيفه ليفربول بنتيجة 2-1 في الجولة السادسة الأخيرة من دور المجموعات  بالدوري الأوروبي.                         ,7.7
                            تغلب نادي الأهلي على مضيفه الفيحاء 4-0 في مباراة جمعت الفريقين ضمن المرحلة الـ17 من الدوري السعودي لكرة القدم.                         ,7.5
                            توقع نجم منتخب مصر والزمالك السابق أحمد حسام ميدو، أن الأهلي المصري سيتخطى الاتحاد السعودي عندما يقابله مساء اليوم الجمعة في ربع نهائي بطولة كأس العالم للأندية المقامة في السعودية.                         ,7.8
                            يسعى نادي الاتحاد لضم النجم المصري محمد صلاح منذ فترة الانتقالات الصيفية الماضية، ولكن المفاوضات تعثرت، إلا أن الآمال ما زالت قائمة لجماهير العميد خلال شهر يناير المقبل.                         ,4.4
                            يسعى ريال مدريد للدخول في مفاوضات مع الفرنسي كيليان مبابي، نجم باريس سان جيرمان، خلال فترة الانتقالات الشتوية المقبلة، حيث سينتهي عقده مع النادي الباريسي بنهاية الموسم الجاري.                         ,5.2
                            اختار الاتحاد الدولي للتنس كلا من الصربي نوفاك دجوكوفيتش ولاعبة بيلاروس أرينا سبالينكا بطلين للعالم في 2023 بسبب أدائهما المتميز في البطولات الأربع الكبرى للعام الحالي.                         ,5.0
"                            قام وزير الرياضة الروسي السابق بافيل كولوبكوف بتقييم شروط قبول الروس في دورة الألعاب الأولمبية ""باريس 2024"".                         ",3.3
                            تم اختيار النزال بين الروسي إسلام ماخاتشيف والأسترالي ألكسندر فولكانوفسكي كأفضل نزال لعام 2023 في حفل توزيع جوائز منظمة MMA العالمية.                         ,3.7
                            تأهل باريس سان جيرمان إلى ثمن نهائي دوري أبطال أوروبا، برصيد 8 نقاط (فوزين وتعادلين وهزيمتين)، وهي حصيلة لم يعرفها منذ شرائه من قبل ملاكه القطريين في 2011.                         ,6.8
                            اختار مدربو أندية الدوري الروسي الممتاز لكرة القدم، لاعب وسط موناكو ألكسندر جولوفين كأفضل لاعب كرة قدم في البلاد لعام 2023.                         ,8.5
"                            ذكرت صحيفة ""ديلي ميل"" الإنجليزية أن هناك حالة من الغضب يشعر بها الفريق النسائي في مانشستر يونايتد بعد رحيل أحد الكوادر الطبية لفريق الرجال من أجل إنقاذ كتيبة المدرب إريك تين هاغ.                         ",4.0
"                            كشف الاتحاد الدولي لكرة القدم ""فيفا""، سبب تواجد ليونيل ميسي نجم منتخب الأرجنتين في القائمة النهائية للفوز بجائزة ""ذا بيست"" الأفضل في العالم لعام 2023.                         ",9.7
"                            بلغ فياريال وسلافيا براغ ثمن نهائي ""يوروبا ليغ"" بفوز الأول على رين 3-2، والثاني على سيرفيت السويسري 4-0 الخميس في الجولة السادسة الأخيرة ضمن دور المجموعات فيما سيخوض روما الملحق.                         ",5.4
                            أوقف الرئيس المستقيل لنادي أنقرة غوجو التركي، فاروق قوجة، مدى الحياة إثر اعتدائه على حكم، حسبما أعلن الاتحاد التركي لكرة القدم يوم الخميس.                         ,5.5
                            بيعت ستة قمصان ارتداها النجم الأرجنتيني ليونيل ميسي في كأس العالم 2022 في قطر مقابل 7.8 ملايين دولار في مزاد علني.                         ,3.7
                            تلقى نادي الزمالك أول هزيمة مع مدربه الجديد معتمد جمال، على يد مضيفه المصري البورسعيدي بهدف نظيف، يوم الخميس في الجولة التاسعة للدوري المصري لكرة القدم.                         ,7.4
                            أعلن المدير الفني لنادي ليفربول، الألماني يورغن كلوب، قائمة فريقه لمواجهة سانت جيلواز البلجيكي، مساء يوم الخميس، في الجولة السادسة الأخيرة من دور المجموعات بالدوري الأوروبي.                         ,6.6
"                            كشف الاتحاد الآسيوي لكرة القدم، يوم الخميس، عن عدد من الابتكارات التقنية التي ستكون متاحة للمنتخبات المشاركة في بطولة كأس آسيا ""2023"" التي تنظمها قطر مطلع العام المقبل.                         ",7.6
                            ستصبح ريبيكا ويلش أول حكمة تدير مباراة في الدوري الإنجليزي الممتاز لكرة القدم، بعد تعيينها لقيادة مباراة فولهام وبيرنلي في 23 ديسمبر الحالي.                         ,7.1
                            تلقى نادي اتحاد جدة السعودي دفعة قوية قبيل صدامه المرتقب ضد الأهلي المصري غدا الجمعة في الدور ربع النهائي لبطولة كأس العالم للأندية لكرة القدم المقامة في السعودية.                         ,9.2
"                            أعلن الاتحاد الدولي لكرة القدم ""فيفا""، يوم الخميس، عن القائمة النهائية للمرشحين لجائزة أفضل لاعب في العالم ""ذا بيست"" لعام 2023، والتي ضمت ثلاثة أسماء.                         ",8.1
"                            رشح مدرب يوفنتوس، ماسيميليانو أليغري، غريمه إنتر متصدر الدوري الإيطالي لكرة القدم للفوز باللقب، في حين يتأخر فريق ""السيدة العجوز"" في المركز الثاني بفارق نقطتين.                         ",8.9
"                            حاول المحلل الرياضي ومدافع مانشستر سيتي السابق، ميكا ريتشاردز، إبراز ""عداء"" النجم الأرجنتيني ليونيل ميسي للناقد الرياضي الحالي ومدافع ليفربول السابق، جيمي كاراغر، بطريقة مضحكة.                         ",4.9
"                            احتفى الاتحاد الدولي لكرة القدم ""فيفا""، بمرور عام على تقديم النجم ليونيل ميسي لواحدة من أجمل اللمحات في مونديال ""قطر 2022"" وذلك خلال مباراة الأرجنتين وكرواتيا في نصف النهائي.                         ",8.5
                            يصطدم الاتحاد السعودي بالأهلي المصري غدا الجمعة ضمن الدور الثاني لكأس العالم للأندية المقامة في السعودية، في قمة عربية بذكريات لقائهما قبل 18 عاما لحساب البطولة ذاتها في اليابان.                         ,6.1
                            قدم مدافع ميلان، فيكايو توموري واحدة من أجمل اللمحات في مباريات الجولة السادسة الأخيرة من دور المجموعات لدوري أبطال أوروبا لكرة القدم خلال لقاء فريقه ضد نيوكاسل أمس الأربعاء.                         ,8.5
                            أعلن الاتحاد السوري لكرة القدم عن تثبيت مباراتين دوليتين وديتين للمنتخب مع كل من قرغيزستان وماليزيا استعدادا لنهائيات كأس آسيا 2024.                         ,6.1
                            خطف مدافع بوروسيا دورتموند، نيكلاس زوله، أنظار المتابعين بحرمانه النجم كيليان مبابي من تسجيل هدف محقق لباريس سان جيرمان خلال مواجهة فريقيهما أمس الأربعاء.                         ,3.2
                            قامت القوات الإسرائيلية باعتقال منسق أكاديمية نادي بالستينو التشيلي في فلسطين، أنس أبو سرور، الجمعة الماضي.                         ,2.4
"                            وصف الرئيس الروسي فلاديمير بوتين قرار اللجنة الأولمبية الدولية بقبول الرياضيين الروس في المسابقات الدولية وأولمبياد باريس 2024، بأنه ""تحريف كامل لأفكار الحركة الأولمبية"".                         ",3.2
                            تبدل موقف خافيير تيباس رئيس رابطة الدوري الإسباني، تجاه الدوري السعودي بعد أن قلل من شأنه سابقا، مؤكدا أنه على استعداد للعمل في دوري روشن.                         ,4.1
                            قامت اللجنة الأولمبية الدولية بتغيير عدد الروس المؤهلين لدورة الألعاب الأولمبية 2024، وفقا للبيانات المحدثة على موقع المنظمة.                         ,2.6
                            تحدث الشيشاني سولامبيك شاخغيرييف ملاكم القبضة العارية عن تعاونه مع المدربة الروسية سفيتلانا أندريفا.                         ,2.2
"                            يتسابق نجوم الغولف العالميون، على رفع كأس ""بطولة السعودية المفتوحة"" المقدمة من صندوق الاستثمارات العامة عاليا، التي ستنطلق اليوم الخميس.                         ",4.4
                            فرضت لجنة الانضباط والأخلاق في الاتحاد السعودي لكرة القدم، غرامة مالية ضخمة على فريق الأهلي بسبب واقعة أخلاقية من جماهيره في إحدى مباريات الدوري السعودي.                         ,7.3
                            لم يستطع كيليان مبابي، نجم باريس سان جيرمان، الاحتفال بهدف سجله في شباك بوروسيا دورتموند، خلال مباراة الفريقين، مساء أمس الأربعاء، ضمن منافسات دور المجموعات بدوري أبطال أوروبا.                         ,6.8
                            حجز باريس سان جيرمان بطاقة التأهل الثانية للدور ثمن النهائي لدوري أبطال أوروبا عن المجموعة السادسة، بتعادله مع مضيفه بوروسيا دورتموند 1-1 يوم الأربعاء في الجولة السادسة الأخيرة.                         ,6.0
                            اكتمل عقد المتأهلين لثمن نهائي دوري أبطال أوروبا لكرة القدم، بعد إسدال الستار على مباريات دور المجموعات يوم الأربعاء بإجراء لقاءات الجولة السادسة الأخيرة.                         ,9.6
                            قاد شباب مانشستر سيتي فريقهم إلى الفوز على النجم الأحمر الصربي 3-2 يوم الأربعاء في الجولة السادسة الأخيرة من منافسات المجموعة السابعة بدوري أبطال أوروبا لكرة القدم.                         ,9.1
                            يواجه الظهير الأيمن المغربي نصير مزراوي خطر الغياب عن نهائيات كأس أمم إفريقيا 2024 بعد تعرضه للإصابة خلال مشاركته مع ناديه بايرن ميونيخ في دوري أبطال أوروبا.                         ,6.7
                            يواجه باريس سان جيرمان بقيادة نجمه كيليان مبابي خطر الإقصاء المبكر من دوري أبطال أوروبا عندما يحل ضيفا على بوروسيا دورتموند مساء اليوم الأربعاء في الجولة الأخيرة من دور المجموعات.                         ,6.2
"                            لوح مجلس كتالونيا بحظر الاستحمام في الصالات والمراكز الرياضية، بما فيها ملعب ""لويس كومبانيس"" ومركز التدريبات ""جوان غامبر"" اللذين يستخدمهما نادي برشلونة، كإجراء تقشفي بسبب الجفاف.                         ",5.0
                            نعى مجلس إدارة نادي الهلال السعودي لكرة القدم، رئيسه السابق الأمير بندر بن محمد بن سعود، الذي توفي صباح اليوم الأربعاء.                         ,5.3
                            كشفت تقارير إعلامية إسبانية، عن اسم المدرب المحتمل لخلافة  الهولندي إريك تين هاغ على رأس الإدارة الفنية لمانشستر يونايتد في ظل معاناة الأخير من سوء النتائج.                         ,3.4
"                            أعلن الاتحاد الدولي لكرة القدم ""فيفا""، يوم الأربعاء عن القائمة النهائية للمرشحين لجائزة أفضل مدرب في العالم ""ذا بيست"" لعام 2023، والتي ضمت ثلاثة أسماء.                         ",7.3
                            تستأنف مباريات الدوري التركي لكرة القدم التي عُلّقت الاثنين الماضي بعد اعتداء رئيس أنقرة غوجو على حكم مباراة فريقه ضد ريزه سبور، الثلاثاء المقبل، بحسب ما أعلن رئيس الاتحاد التركي.                         ,8.6
                            علق المدافع الدولي المصري أحمد حجازي المحترف في صفوف نادي اتحاد جدة على مواجهة فريقه ضد الأهلي المصري بطل إفريقيا، في ربع نهائي بطولة كأس العالم لكرة القدم المقامة في السعودية.                         ,10.0
                            أعلن فاروق قوجة، رئيس نادي أنقرة غوجو، استقالته من منصبه، بعد أزمة اعتدائه على الحكم خليل أوموت ميلر الذي أدار مباراة فريقه ضد تشايكور ريزه سبور الاثنين الماضي في الدوري التركي.                         ,6.3
                            أعرب مدرب نادي مانشستر يونايتد، إريك تين هاغ، عن أسفه لخروج فريقه من دوري أبطال أوروبا بعد الخسارة من بايرن ميونيخ 0-1 أمس الثلاثاء في الجولة السادسة الأخيرة من دور المجموعات.                         ,7.9
"                            أكد مدرب نادي أرسنال، ميكيل أرتيتا، أن المصري محمد النني تعرض لإصابة خلال مباراة ""الغانرز"" ضد أيندهوفن في الجولة الأخيرة من مرحلة المجموعات بدوري أبطال أوروبا أمس الثلاثاء.                         ",7.6
                            هنأ جياني إنفانتيتو رئيس الاتحاد الدولي لكرة القدم، الفرنسي كريم بنزيما نجم اتحاد جدة السعودي بإنجازه في مونديال الأندية.                         ,5.9
                            يواجه رئيس نادي أنقرة غوجو التركي، فاروق قوجه، عقوبة السجن عقب اعتدائه بالضرب على الحكم خليل أوموت ميلر بعد مواجهة فريقه أمام تشايكور ريزه سبور، مساء الاثنين في الدوري التركي.                         ,5.4
                            قدم نادي كوبنهاغن هدية للجماهيره عقب تأهله للدور ثمن النهائي من دوري أبطال أوروبا لكرة القدم.                         ,7.2
                            سخر الإعلامي البريطاني الشهير بيرس مورغان من الهولندي إريك تين هاغ مدرب مانشستر يونايتد الإنجليزي، عقب توديع منافسات دوري أبطال أوروبا لكرة القدم.                         ,7.1
"                            أثارت لقطة تجمع بين إيغور كورونادو لاعب اتحاد جدة، والحكمة الأمريكية توري بينسو التي قادت مباراة ""النمور"" مع نظيره أوكلاند سيتي النيوزيلندي الثلاثاء موجة من التعليقات الطريفة.                         ",4.3
                            تحدث رئيس اللجنة المنظمة لدورة الألعاب الأولمبية 2024 في باريس توني إستانغيت، عن ردود الفعل على قبول الرياضيين الروس في المنافسة.                         ,3.7
                            أعلنت اللجنة الانتخابية لرابطة الدوري الإسباني للمحترفين، اليوم، الثلاثاء، عن تعيين خافيير تيباس رئيسا لها لمدة 4 سنوات قادمة.                         ,3.5
"                            أعلن الاتحاد الدولي لكرة القدم ""فيفا"" أفضل لاعب في مباراة الاتحاد وأوكلاند سيتي النيوزيلندي التي أقيمت مساء اليوم الثلاثاء في افتتاح كأس العالم للأندية 2023.                         ",8.1
                            ودع مانشستر يونايتد دوري أبطال أوروبا مبكرا بخسارته أمام بايرن ميونيخ 0-1، فيما حسم كوبنهاغن البطاقة الثانية لهذه المجموعة الأولى بفوزه على غلطة سراي1-0 في الجولة السادسة الأخيرة.                         ,5.2
                            حجز اتحاد جدة السعودي مقعده في ربع نهائي بطولة كأس العالم لكرة القدم، وذلك بفوزه على أوكلاند سيتي النيوزيلندي 3-0 يوم الثلاثاء على ملعب مدينة الملك عبد الله الرياضية في جدة.                         ,10.0
                            توفي لاعب يبلغ من العمر 21 عاما يدعى كايو هنريكي وأصيب خمسة لاعبين آخرين بجروح وحروق بعدما ضربت صاعقة رعدية أرض الملعب أثناء مباراة لكرة القدم للهواة في كأس البرازيل.                         ,7.8
                            تراجع مدرب نادي برشلونة، تشافي هرنانديز، عن قرار اتخذه أمس الاثنين بشأن استبعاد النجم البولندي روبرت ليفاندوفسكي عن مواجهة أنتويرب البلجيكي في دور المجموعات لدوري أبطال أوروبا.                         ,7.5
                            أسدل جيورجيو كيليني الستار على مسيرته في ملاعب كرة القدم عن 39 عاما، وذلك وفق ما أعلن المدافع الدولي الإيطالي السابق يوم الثلاثاء.                         ,6.3
"                            أعلن الاتحاد الدولي لكرة القدم ""فيفا""، يوم الثلاثاء، عن القائمة النهائية للمرشحين لجائزة أفضل حارس مرمى في العالم لعام 2023.                         ",6.0
                            أعلن نادي تشلسي لكرة القدم، يوم الثلاثاء، إصابة مدافعه وقائده الدولي الإنجليزي ريس جيمس في أوتار ركبته، وقد يكون غير متاح لمدة ثلاثة أشهر حسب ما ذكرت الصحافة الإنجليزية.                         ,6.1
                            علق رئيس نادي أنقرة غوجو، فاروق قوجة، على واقعة اعتدائه على الحكم خليل أوموت ملر الذي قاد مباراة فريقه ضد تشايكور ريزا سبور أمس الاثنين في الدوري التركي لكرة القدم.                         ,8.6
                            أوقف روميلو لوكاكو مهاجم روما، مباراة واحدة بعد طرده أمام فيورنتينا عقب عرقلته لكريستيان كوامي، في المرحلة الـ15 من الدوري الإيطالي، حسب ما أعلن الاتحاد المحلي يوم الثلاثاء.                         ,5.2
                            أثارت تشكيلة منتخب إفريقيا لعام 2023 التي كشف عنها الاتحاد القاري لكرة القدم خلال حفل توزيع جوائزه السنوية أمس الاثنين بمراكش المغربية جدلا واسعا بسبب غياب ياسين بونو ورياض محرز.                         ,7.0
"                            قال متحدث باسم شركة ""بوما"" (Puma) إن العلامة التجارية الألمانية ستنهي رعايتها للمنتخب الإسرائيلي لكرة القدم، عندما ينتهي عقدها في العام 2024.                         ",5.4
                            أجرى الرئيس التركي رجب طيب أردوغان اتصالا هاتفيا مع الحكم الدولي لكرة القدم خليل أوموت ملر، معربا له عن أسفه حيال حادث الاعتداء عليه عقب مباراة بالدوري المحلي أمس الاثنين.                         ,7.8
                            احتفل حارس نادي الهلال السعودي والمنتخب المغربي ياسين بونو،  مع والدته عقب تتويجه بجائزة أفضل حارس مرمى في إفريقيا.                         ,3.5
"                            علق الاتحاد الدولي لكرة القدم ""فيفا"" اليوم الثلاثاء، على واقعة اللكمة التي تلقاها أحد الحكام في الدوري التركي.                         ",5.8
                            احتفل النجم البرتغالي كريستيانو رونالدو قائد نادي النصر بطريقة مميزة، بوصوله للهدف رقم 50 في العام 2023.                         ,3.3
                            أحرز الروسي ألبرت باتيرجازييف لقب بطولة العالم الأولى للرابطة الدولية للملاكمة المحترفة بتغلبه على الكوبي لازارو ألفاريز بالنزال الرئيسي لوزن 60 كغ في النسخة الـ8 من ليلة الأبطال.                         ,6.0
                            كشف المستشار تركي آل الشيخ، رئيس الهيئة العامة للترفيه، عن مواعيد مباريات كأس موسم الرياض التي ستجمع الهلال والنصر وإنتر ميامي.                         ,2.9
                            رد كريستيانو رونالدو، قائد النصر، بسخرية، على محاولات جماهير الشباب استفزازه بترديد اسم غريمه التقليدي ليونيل ميسي، نجم برشلونة الأسبق وإنتر ميامي الأمريكي الحالي.                         ,3.2
"                            أعلن الاتحاد الإفريقي لكرة القدم ""كاف""، اليوم الاثنين، التشكيل المثالي في قارة إفريقيا عن عام 2023.                         ",4.0
                            علق الاتحاد التركي لكرة جميع مباريات الدوري المحلي بمختلف الدرجات إلى أجل غير مسمى، عقب حادثة الاعتداء على حكم مباراة نادي أنقرة غوجو ونظيره تشايكور ريزه سبور، مساء الاثنين.                         ,7.7
                            شهدت مباراة أنقرة غوجو أمام ريزا سبور، التي أقيمت ضمن لقاءات الجولة الـ15 من الدوري التركي لموسم 2023-2024، أحداث مؤسفة عقب صافرة النهاية.                         ,4.7
                            توج نجم المنتخب النيجيري ونادي نابولي الإيطالي لكرة القدم فيكتور أوسيمين بجائزة الكرة الذهبية الإفريقية لعام 2023، يوم الاثنين في حفل أقيم بمدينة مراكش المغربية.                         ,7.3
"                            تأهل فريق النصر إلى نصف نهائي كأس خادم الحرمين الشريفين لكرة القدم ""كأس السعودية""، باكتساحه مضيفه الشباب، بنتيجة 5-2  خلال مباراة جمعت الفريقين يوم الاثنين في ربع نهائي المسابقة.                         ",6.9
"                            فرض الاتحاد الأوروبي لكرة القدم ""يويفا""، يوم الاثنين، غرامة قدرها 40 ألف يورو على بايرن ميونيخ الألماني بسبب استخدام جماهيره قنابل دخانية خلال مباريات عدة في دوري أبطال أوروبا.                         ",7.7
"                            قدم الاتحاد الإفريقي لكرة القدم ""جوائز الأفضل"" في القارة السمراء لعام 2023، في حفل أقيم يوم الاثنين في مدينة مراكش المغربية.                         ",5.3
"                            حجز نادي الهلال مقعده في الدور نصف النهائي لكأس خادم الحرمين الشريفين ""كأس ملك السعودية"" لكرة القدم، بعد تغلبه على ضيفه التعاون بثلاثية دون رد مساء يوم الاثنين.                         ",6.8
                            عادت قضية اتهام المدافع الدولي المغربي أشرف حكيمي باغتصاب فتاة  تبلغ من العمر 24 عاما، للواجهة، بعد مواجهتهما للمرة الأولى من طرف القضاء الفرنسي.                         ,3.2
"                            أعلن الاتحاد اللبناني لكرة القدم، يوم الاثنين عودة المدرب المونتينيغري ميودراغ رادولوفيتش لتولي الإدارة الفنية لمنتخب ""الأرز""، بعد إقالة الكرواتي نيكولا يورتشيفيتش الجمعة الماضي.                         ",6.4
                            كشف المدير الفني لمانشستر سيتي، الإسباني بيب غوارديولا، عن طبيعة إصابة ثنائي فريقه، النجم النرويجي إيرلينغ هالاند والجناح البلجيكي جيرمي دوكو.                         ,2.9
"                            عاد المهاجم الدولي السابق السويدي زلاتان إبراهيموفيتش إلى ناديه السابق ميلان كمستشار، حسب ما أعلنت مالكة الفريق اللومباردي شركة ""ريد بيرد كابيتال بارتنرز"" يوم الاثنين.                         ",3.3
"                            احتفى نادي ليفربول الإنجليزي، بنجمه المصري محمد صلاح بعد وصوله للهدف رقم 200 مع ""الريدز"" في جميع المسابقات.                         ",4.2
"                            أكدت تقارير إيطالية فوز مهاجم نادي نابولي، النيجيري فيكتور أوسيمين بجائزة أفضل لاعب إفريقي لعام 2023، بعد غيابه عن تدريبات فريقه لحضور حفل توزيع جوائز ""الكاف"" مساء اليوم الاثنين.                         ",6.9
"                            يقدم الاتحاد الإفريقي لكرة القدم ""الكاف"" يوم الاثنين في حفله السنوي بمدينة مراكش المغربية جائزته المرموقة لأفضل لاعب إفريقي في العام، والمعروفة أكثر باسم الكرة الذهبية الإفريقية.                         ",6.7
                            مازال البطل الأولمبي الروسي في التزلج على الجليد رومان كوستوماروف يذهل الجميع بإرادته وقدرته على العودة للتزلج بعد أن فقد أطرافه.                         ,2.1
                            تقام غدا الثلاثاء وبعد غد الأربعاء آخر مباريات دور المجموعات لمسابقة دوري أبطال أوروبا لكرة القدم بإجراء لقاءات الجولة السادسة والأخيرة.                         ,7.7
"                            كشفت مصادر في الهلال السعودي موقف الحارس المغربي ياسين بونو من حضور حفل جوائز الاتحاد الإفريقي ""كاف""، المقرر مساء اليوم الاثنين في المغرب.                         ",3.1
                            جمعت لجنة الانضباط والأخلاق في اتحاد كرة القدم السعودي 3.3 مليون ريال سعودي جراء قراراتها العقابية بحق الأندية، بعد مرور 15 جولة فقط من عمر دوري روشن.                         ,5.9
"                            أسند الاتحاد الدولي لكرة القدم ""فيفا"" طاقم تحكيم نسائيا لمباراة الاتحاد وأوكلاند سيتي النيوزيلندي، في افتتاح كأس العالم للأندية 2023.                         ",6.0
                            كشف الفرنسي كريم بنزيما مهاجم اتحاد جدة، تشكيل أحلامه، الذي شهد تواجد البرازيلي رونالدينيو نجم برشلونة الأسبق.                         ,2.5
"                            استعان جوزيه مورينيو مدرب روما بحامل الكرات لإرسال تعليماته خلال مباراة الفريق مع نادي فيورنتينا، التي أقيمت على أرض ملعب ""الأولمبيكو"" ضمن مباريات الدوري الإيطالي أمس الأحد.                         ",7.5
                            تلقى جونيور برومادو، مهاجم هانزا روستوك، المنافس بدوري الدرجة الثانية الألماني، بطاقة حمراء، بعد نصف ساعة من ارتكابه المخالفة التي تسببت في طرده، خلال لقاء فريقه مع شالكه، الأحد.                         ,3.7
                            سيتم منع المشجعين الإسبان من السفر إلى فرنسا لحضور مواجهة إشبيلية ولانس الفرنسي غدا الثلاثاء، ضمن الجولة الأخيرة من دور المجموعات لدوري أبطال أوروبا لكرة القدم.                         ,7.4
                            استقر الجهاز الفني لاتحاد جدة على بديل للاعبه البرازيلي فيليبي لويز، الذي سيغيب عن قائمة الفريق في كأس العالم للأندية.                         ,3.6
"                            تغلب نادي جيرونا على مضيفه وجاره برشلونة بأربعة أهداف لهدفين يوم الأحد في ديربي كتالونيا ضمن المرحلة الـ16 من مسابقة الدوري الإسباني لكرة القدم ""الليغا"".                         ",7.3
                            حقق نادي توتنهام فوزا عريضا ومستحقا على حساب ضيفه نيوكاسل بنتيجة 4-1 في مباراة جمعتهما يوم الأحد في قمة المرحلة الـ16 من الدوري الإنجليزي الممتاز لكرة القدم.                         ,9.1
"                            أعلن رئيس الاتحاد الجزائري لكرة القدم، وليد صادي، يوم الأحد، مقاطعته لحفل توزيع جوائز الاتحاد الإفريقي للعبة ""كاف""، والمقرر إقامته غدا الاثنين بمدينة مراكش المغربية.                         ",5.7
                            عاد مانشستر سيتي حامل اللقب إلى سكة الانتصارات إثر تغلبه على مضيفه لوتون تاون المتواضع بصعوبة 2-1 يوم الأحد في المرحلة الـ16 من الدوري الإنجليزي الممتاز لكرة القدم.                         ,6.8
"                            ألغيت مباراة غرناطة ضد ضيفه أتلتيك بلباو يوم الأحد في الدوري الإسباني لكرة القدم بعد وفاة أحد المشجعين على مدرّجات ملعب ""نويفو لوس كارمينيس"".                         ",7.2
                            صعد أتلتيكو مدريد إلى المركز الثالث مؤقتا، بعد فوزه على ضيفه ألميريا 2-1 ضمن المرحلة الـ16 من الدوري الإسباني لكرة القدم، في انتظار لقاء برشلونة أمام جيرونا في ختام مباريات اليوم.                         ,8.7
                            سجل المهاجم الكولومبي لويس مورييل هدفا بطريقة مميزة للغاية لفريقه أتالانتا في مرمى نادي ميلان، خلال مباراة جمعت الفريقين أمس السبت ضمن الجولة الـ15 من الدوري الإيطالي.                         ,5.9
                            يغيب المهاجم النرويجي إرلينغ هالاند عن مباراة فريقه مانشستر سيتي ضد مضيفه لوتون تاون المقررة مساء اليوم الأحد في المرحلة الـ16 من الدوري الإنجليزي، بسبب إصابة في قدمه.                         ,5.2
                            يغيب مدافع نادي برشلونة ماركوس ألونسو عن ديربي كتالونيا ضد جيرونا، ثاني الدوري الإسباني لكرة القدم، في منافسات المرحلة السادسة عشرة مساء اليوم الأحد بسبب آلام في الظهر.                         ,7.6
"                            تتجه أنظار عشاق كرة القدم الإفريقية مساء غد الاثنين إلى مدينة مراكش المغربية التي ستستضيف حفل الاتحاد الإفريقي للعبة ""الكاف""، لتوزيع جوائزه السنوية بينها جائزة ""لاعب العام"".                         ",6.7
"                            كشف الفنان المصري محمد رمضان عن تعرضه لموقف محرج خلال مشاركته في تصوير أغنية ""أكوابا"" الرسمية لبطولة كأس أمم إفريقيا لكرة القدم لعام 2024.                         ",7.2
                            أعرب النجم المصري محمد صلاح عن سعادته بقيادته فريقه ليفربول للفوز على مضيفه كريستال بالاس 2-1 أمس السبت، ضمن منافسات الجولة الـ16 من الدوري الإنجليزي الممتاز.                         ,7.4
                            وقع لاعب البيسبول الياباني، شوهي أوهتاني، عقدا مدته عشر سنوات مع فريق لوس أنجلوس دودجرز الأمريكي بقيمة 700 مليون دولار، وفقا لما ذكره موقع دوري البيسبول الرئيسي (MLB).                         ,4.4
"                            تستعد مدينة مراكش المغربية لاستضافة حفل توزيع جوائز الاتحاد الإفريقي لكرة القدم ""الكاف"" على أفضل النجوم الأفارقة، الذين تألقوا في المسابقات القارية والعالمية في موسم 2022-2023.                         ",6.6
                            أدار طاقم تحكيم روسي بقيادة الحكم كيريل ليفنيكوف مواجهة الأهلي وضيفه الرائد أمس السبت، لحساب المرحلة الـ16 من دوري روشن السعودي لكرة القدم.                         ,5.5
                            أنعش الوداد المغربي آماله في حجز إحدى بطاقتي المجموعة الثانية بفوزه في الرمق الأخير على ضيفه سيمبا التنزاني 1-0، في الجولة الثالثة من دور المجموعات لدوري أبطال إفريقيا لكرة القدم.                         ,8.6
                            كشف الاتحاد السعودي لكرة القدم، عن الكرة الرسمية لبطولة كأس العالم للأندية 2023 والتي ستقام على الأراضي السعودية.                         ,6.6
                            شهدت مواجهة منتخب سوريا تحت 14 عام للإناث أمام نظيره اللبناني ضمن منافسات بطولة غرب آسيا لكرة السلة، لقطة طريفة.                         ,6.0
"                            سقط ريال مدريد في فخ التعادل (1-1) خلال مواجهة ريال بيتيس، مساء اليوم السبت، ضمن الجولة 16 من الليغا، في معقل الأخير ""بينتو فيامارين"".                         ",4.0
                            توج الأهلي بكأس السوبر المصري لكرة اليد للمرة الأولى في تاريخه، السبت، بعد الفوز على غريمه التقليدي الزمالك بفارق ضئيل 26-24.                         ,4.5
                            وجه آينتراخت فرانكفورت، صفعة لضيفه بايرن ميونخ، بعدما أسقطه بنتيجة 5-1 اليوم السبت، في الجولة 14 من عمر الدوري الألماني لكرة القدم.                         ,6.2
"                            أعلن الاتحاد الآسيوي لكرة القدم أن نادي ""جبل المكبر"" الفلسطيني انسحب من كأس الاتحاد الآسيوي لكرة القدم، بسبب الحرب الدائرة في قطاع غزة.                         ",5.5
                            قرر الاتحاد اللبناني لكرة القدم، فك الارتباط مع المدير الفني لمنتخبه الأول الكرواتي نيكولا يورسيفيتش، حيث تم الاتفاق بين الطرفين على فسخ العقد بالتراضي.                         ,5.6
                            أثنى خوان لابورتا رئيس نادي برشلونة الإسباني، على التطور الهائل الحاصل في دوري روشن السعودي، مؤكداً متابعته لبعض مبارياته، لكن في الوقت نفسه أشار إلى أن هناك ما ينغص هذا التطور.                         ,5.5
                            قاد النجم المصري محمد صلاح فريقه ليفربول  إلى صدارة الدوري الإنجليزي بعد الفوز على مضيفه كريستال بالاس 2-1 في المباراة التي جمعتهما اليوم السبت ضمن منافسات الدوري الإنجليزي الممتاز                         ,9.3
